"","movie_title","title_year","budget","log_budget","gross","log_gross","country","language","color","duration","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_crime","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_film_noir","genre_game_show","genre_history","genre_horror","genre_music","genre_musical","genre_mystery","genre_news","genre_reality_tv","genre_romance","genre_sci_fi","genre_short","genre_sport","genre_thriller","genre_war","genre_western","plot_keywords","content_rating","imdb_score","num_critic_for_reviews","num_user_for_reviews","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","movie_facebook_likes","high_gross"
"2751","Dodgeball: A True Underdog Story ",2004,2e+07,16.8112428315183,114324072,18.5545477102657,"USA","English"," Black and White",92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"dodgeball|gym|las vegas|pirate|ups","PG-13",6.7,191,392,"Rawson Marshall Thurber",43,"Gary Cole",989,"Stephen Root",939,"Joel David Moore",936,4730,0,0,"High"
"2752","Eye of the Dolphin ",2006,2500000,14.7318012898384,71904,11.1830871749851,"USA","English","Color",100,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dolphin|island|research|tourist|town","PG-13",5.7,18,18,"Michael D. Sellers",0,"Katharine Ross",640,"Carly Schroeder",261,"George Harris",249,1491,1,140,"Low"
"2753","8: The Mormon Proposition ",2010,2500000,14.7318012898384,99851,11.5114343538163,"USA","English","Color",80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"church|marriage|mormon|mormon church|proposition","R",7.1,28,30,"Reed Cowan",0,"Dustin Lance Black",191,"Emily Pearson",12,"Gavin Newsom",5,210,0,0,"Low"
"2754","Sleep Dealer ",2008,2500000,14.7318012898384,75727,11.2348900469035,"USA","Spanish","Color",90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"computer|future|mexican immigrant|network|wilhelm scream","PG-13",5.9,47,40,"Alex Rivera",8,"Leonor Varela",426,"Jacob Vargas",399,"Tenoch Huerta",35,862,0,0,"Low"
"2755","Super ",2010,2500000,14.7318012898384,322157,12.6827942833389,"USA","English","Color",96,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"drug dealer|superhero|tragedy|tragic hero|tragic love","R",6.8,238,203,"James Gunn",571,"Linda Cardellini",2000,"Rainn Wilson",973,"Paul T. Taylor",370,4590,0,19000,"Low"
"2756","Get on the Bus ",1996,2400000,14.6909792953182,5731103,15.561418565803,"USA","English","Color",120,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"actor|bus|march|million man march|religion","R",6.8,28,35,"Spike Lee",0,"Bernie Mac",1000,"Harry Lennix",748,"Andre Braugher",702,5963,10,352,"High"
"2757","Go for It! ",2011,2450000,14.7115985825209,178739,12.0936819202011,"USA","English","Color",105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"exclamation point in title|imperative in title|punctuation in title|three word title","PG-13",3.9,8,10,"Carmen Marron",29,"Jossara Jinaro",847,"Aimee Garcia",618,"Rene Rosado",76,1668,0,566,"Low"
"2758","Friday the 13th Part III ",1982,4e+06,15.2018049190842,36200000,17.404569676796,"USA","English","Color",91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"defecation|hockey mask|jason voorhees|lake|serial killer","R",5.7,235,372,"Steve Miner",49,"Richard Brooker",72,"Dana Kimmell",31,"Catherine Parks",20,174,0,0,"High"
"2759","Friday the 13th: A New Beginning ",1985,2200000,14.6039679183285,21300000,16.8742176306797,"USA","English","Color",92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"jason voorhees|murder|new jersey|nightmare|teenager","R",4.7,160,342,"Danny Steinmann",13,"Tiffany Helm",42,"Melanie Kinnaman",27,"Dominick Brascia",17,170,0,1000,"High"
"2760","The Last Sin Eater ",2007,2200000,14.6039679183285,379643,12.8469866164364,"USA","English","Color",117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1850s|christian film|dark secret|funeral|sin eater","PG-13",5.9,18,29,"Michael Landon Jr.",84,"Henry Thomas",861,"Louise Fletcher",425,"A.J. Buckley",275,2161,0,285,"Low"
"2761","Do You Believe? ",2015,2300000,14.6484196808994,12985267,16.3793259650547,"USA","English","Color",120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"belief|faith|pastor|question in title|three word title","PG-13",5.9,11,63,"Jon Gunn",16,"Alexa PenaVega",2000,"Delroy Lindo",848,"Madison Pettis",835,6752,5,13000,"High"
"2762","Mi America ",2015,2100000,14.5574479026937,3330,8.11072758297449,"USA","English","Color",125,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","R",7.2,4,1,"Robert Fontaine",7,"Michael Derek",128,"Arturo Castro",22,"Brad Lee Wind",17,214,0,305,"Low"
"2763","The Toxic Avenger Part II ",1989,2300000,14.6484196808994,792966,13.5835356245402,"USA","English","Color",96,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"bare breasts|japan|tokyo japan|toxic avenger|troma","R",5.1,49,40,"Michael Herz",6,"Phoebe Legere",40,"Jessica Dublin",30,"Lisa Gaye",14,99,2,321,"Low"
"2764","It Follows ",2014,2e+06,14.5086577385242,14673301,16.5015401418482,"USA","English","Color",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"ambiguous ending|being followed|sex scene|supernatural|supernatural being","R",6.9,533,631,"David Robert Mitchell",421,"Maika Monroe",314,"Ruby Harris",189,"Jake Weary",159,1062,0,45000,"High"
"2765","Boys Don't Cry ",1999,2e+06,14.5086577385242,11533945,16.2608049846356,"USA","English","Color",118,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"drinking|female dressed as male|love|nebraska|transgender","R",7.6,123,434,"Kimberly Peirce",108,"Alicia Goranson",173,"Brendan Sexton III",148,"Jeannetta Arnette",103,563,0,0,"High"
"2766","Courageous ",2011,2e+06,14.5086577385242,34522221,17.3571137616231,"USA","English","Color",129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"faith|fatherhood|integrity|police|responsibility","PG-13",7,34,175,"Alex Kendrick",589,"Ben Davies",690,"Alex Kendrick",589,"T.C. Stallings",341,2300,7,10000,"High"
"2767","Before Sunset ",2004,2700000,14.8087623309746,5792822,15.5721301228675,"USA","English","Color",80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"book|bookstore|love|simultaneity|train","R",8,211,492,"Richard Linklater",0,"Vernon Dobtcheff",50,"Albert Delpy",8,"Marie Pillet",3,65,0,13000,"High"
"2768","Thirteen ",2003,1500000,14.2209756660724,4599680,15.3414972938222,"USA","English","Color",100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13 year olds|adolescence|friend|peer pressure|teacher","R",6.8,126,545,"Catherine Hardwicke",308,"Holly Hunter",1000,"Sarah Clarke",482,"Kip Pardue",374,2186,2,0,"High"
"2769","Winter's Bone ",2010,2e+06,14.5086577385242,6531491,15.6921458059701,"USA","English","Color",100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bail|crystal meth|family relationships|female protagonist|search for father","R",7.2,365,297,"Debra Granik",81,"Jennifer Lawrence",34000,"Shelley Waggener",248,"Lauren Sweetser",179,34446,2,20000,"High"
"2770","Me and You and Everyone We Know ",2005,2e+06,14.5086577385242,3885134,15.1726680328236,"USA","English","Color",91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fellatio|seven word title|shoe salesman|title directed by female|written by director","R",7.4,151,243,"Miranda July",244,"Najarra Townsend",538,"Brad William Henke",363,"Miranda July",244,1349,0,0,"Low"
"2771","Harsh Times ",2005,2e+06,14.5086577385242,3335839,15.0202347799053,"USA","English","Color",116,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"blood splatter|friend|lapd|mexican|violence","R",7,118,222,"David Ayer",453,"J.K. Simmons",24000,"Christian Bale",23000,"Noel Gugliemi",2000,50313,2,0,"Low"
"2772","Captive ",2015,2e+06,14.5086577385242,2557668,14.7546064638,"USA","English","Color",97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"auto theft|based on true story|drug addict|kidnapping|violence","PG-13",5.3,39,22,"Jerry Jameson",5,"David Oyelowo",1000,"Leonor Varela",426,"Sydelle Noel",349,2739,1,0,"Low"
"2773","Full Frontal ",2002,2e+06,14.5086577385242,2506446,14.734376371468,"USA","English","Color",101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"birthday|friend|hollywood|party|sex","R",4.7,108,172,"Steven Soderbergh",0,"Julia Roberts",8000,"Enrico Colantoni",724,"Blair Underwood",685,11327,0,134,"Low"
"2774","Shortbus ",2006,2e+06,14.5086577385242,1984378,14.5008160728731,"USA","English","Color",101,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex","Not Rated",6.5,160,206,"John Cameron Mitchell",263,"Sook-Yin Lee",71,"Peter Stickles",51,"Raphael Barker",37,226,3,0,"Low"
"2775","The Book of Mormon Movie, Volume 1: The Journey ",2003,2e+06,14.5086577385242,1098224,13.9092048875309,"USA","English","Color",120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jerusalem|journey|promised land|ship|wilderness","PG-13",3.3,7,30,"Gary Rogers",0,"Noah Danby",178,"Kirby Heyborne",69,"Bruce Newbold",40,359,1,32,"Low"
"2776","The Diary of a Teenage Girl ",2015,2e+06,14.5086577385242,1477002,14.2055249156087,"USA","English","Color",102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity","R",6.9,168,72,"Marielle Heller",22,"Alexander Skarsgård",10000,"David Fine",1000,"Austin Lyon",80,11184,3,0,"Low"
"2777","Inside Deep Throat ",2005,2e+06,14.5086577385242,653621,13.3902829517547,"USA","English"," Black and White",89,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"clitoris|deep throat|fellatio|oral sex|porn industry","NC-17",6.8,123,64,"Fenton Bailey",13,"Hugh M. Hefner",373,"Bill Maher",334,"Linda Lovelace",218,1136,0,592,"Low"
"2778","The Virginity Hit ",2010,3400000,15.0392859895864,535249,13.1904873381643,"USA","English","Color",86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless","R",4.6,46,13,"Huck Botko",10,"Matt Bennett",189,"Krysta Rodriguez",131,"Zack Pearlman",126,768,0,974,"Low"
"2779","House of D ",2004,6e+06,15.6072700271923,371081,12.8241756466003,"USA","English","Color",96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"artist|butchery|catholic|catholic school|friend","PG-13",7,46,86,"David Duchovny",0,"Robin Williams",49000,"Mark Margolis",1000,"Frank Langella",902,51441,2,857,"Low"
"2780","Six-String Samurai ",1998,2e+06,14.5086577385242,124494,11.7320128009545,"USA","English","Color",91,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"boy|guitar|orphan|rock 'n' roll|sword","PG-13",6.7,51,102,"Lance Mungia",4,"Jeffrey Falcon",33,"Stephane Gauger",3,"Kim De Angelo",0,36,1,0,"Low"
"2781","Saint John of Las Vegas ",2009,3800000,15.1505116246966,100669,11.5195931862282,"USA","English","Color",85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"city name in title|male frontal nudity|place name in title","R",5.8,45,11,"Hue Rhodes",0,"Peter Dinklage",22000,"Steve Buscemi",12000,"Romany Malco",966,36885,1,407,"Low"
"2782","Stonewall ",2015,13500000,16.4182002434087,186354,12.1354033696623,"USA","English","Color",129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"box office flop|critically bashed|gay rights|new york city|stonewall riots","R",4.5,74,30,"Roland Emmerich",776,"Jeremy Irvine",25000,"Caleb Landry Jones",463,"Matt Craven",256,26176,0,0,"Low"
"2783","Sherrybaby ",2006,2e+06,14.5086577385242,198407,12.1980757554686,"USA","English","Color",96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ex convict|halfway house|nipples visible through clothing|orgasm|parole officer","R",6.6,78,78,"Laurie Collyer",38,"Brad William Henke",363,"Kate Burton",223,"Michelle Hurst",85,774,1,474,"Low"
"2784","Stealing Harvard ",2002,2.5e+07,17.0343863828325,13973532,16.4526755267651,"USA","English","Color",85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"black humor|crying during sex|harvard|humor|man with glasses","PG-13",5.1,52,92,"Bruce McCulloch",54,"Martin Starr",985,"Megan Mullally",637,"Chris Penn",455,3065,1,215,"Low"
"2785","The Ghastly Love of Johnny X ",2012,2e+06,14.5086577385242,2436,7.79811262882979,"USA","English"," Black and White",106,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"1950s|independent film|outlaw|trial","Not Rated",5.7,94,19,"Paul Bunnell",5,"Kate Maberly",416,"Kevin McCarthy",403,"Paul Williams",356,1611,2,655,"Low"
"2786","River's Edge ",1986,1900000,14.4573644441367,4600000,15.3415668614593,"USA","English"," Black and White",99,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"death|friend|high school|murder|police","R",7.1,45,111,"Tim Hunter",28,"Keanu Reeves",18000,"Daniel Roebuck",1000,"Ione Skye",223,19649,2,0,"High"
"2787","Northfork ",2003,1900000,14.4573644441367,1420578,14.1665743890117,"USA","English","Color",103,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"boy|caretaker|dam|evacuation|orphanage","PG-13",6.4,60,122,"Michael Polish",35,"Peter Coyote",548,"Anthony Edwards",495,"Jon Gries",482,2389,0,298,"Low"
"2788","Carrie ",2013,3e+07,17.2167079396264,35266619,17.3784474371126,"USA","English","Color",100,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"outcast|prom|self injury|telekinesis|tragic event","R",5.9,359,371,"Kimberly Peirce",108,"Chloë Grace Moretz",17000,"Judy Greer",2000,"Portia Doubleday",534,20051,1,39000,"Low"
"2789","A Nightmare on Elm Street ",1984,1800000,14.4032972228664,26505000,17.092843952404,"USA","English","Color",101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"freddy krueger|lucid dream|serial killer|slasher|sleep deprivation","NC-17",7.5,256,668,"Wes Craven",0,"Johnny Depp",40000,"Lin Shaye",852,"Amanda Wyss",574,42918,1,10000,"High"
"2790","Brotherly Love ",2015,1900000,14.4573644441367,444044,13.0036789356035,"USA","English","Color",89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"basketball|burglary|police|robbery|teenage girl","R",7.2,10,19,"Jamal Hill",47,"Logan Browning",628,"Adam Ratcliffe",606,"Faizon Love",585,4249,6,1000,"Low"
"2791","Beasts of the Southern Wild ",2012,1800000,14.4032972228664,12784397,16.3637360009491,"USA","English","Color",93,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"auroch|community|hospital|illness|six year old","PG-13",7.3,663,269,"Benh Zeitlin",188,"Quvenzhané Wallis",2000,"Gina Montana",458,"Dwight Henry",168,2658,0,31000,"High"
"2792","Songcatcher ",2000,1800000,14.4032972228664,3050934,14.9309583312131,"USA","English","Color",109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"doctor|mountain|musician|song|university","PG-13",7.3,39,78,"Maggie Greenwald",9,"Aidan Quinn",767,"David Patrick Kelly",380,"Jane Adams",280,2187,1,0,"Low"
"2793","The Greatest Movie Ever Sold ",2011,1500000,14.2209756660724,638476,13.3668393656512,"USA","English","Color",90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"advertising|movie in title|product placement","PG-13",6.6,130,45,"Morgan Spurlock",293,"Quentin Tarantino",16000,"J.J. Abrams",14000,"Donald Trump",808,32405,1,0,"Low"
"2794","May ",2002,5e+05,13.1223633774043,145540,11.8882062419011,"USA","English","Color",93,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"case|doll|dry humor|friend|love","R",6.7,114,277,"Lucky McKee",75,"James Duval",701,"Will Estes",461,"Nora Zehetner",446,2489,1,0,"Low"
"2795","In the Bedroom ",2001,1700000,14.3461388090264,35918429,17.3967610643616,"USA","English","Color",138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"doctor|maine|only son|school choir|summer","R",7.5,179,510,"Todd Field",143,"Tom Wilkinson",1000,"Sissy Spacek",874,"Karen Allen",783,3970,1,951,"High"
"2796","I Spit on Your Grave ",2010,2e+06,14.5086577385242,92401,11.433893080082,"USA","English","Color",105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"horror movie remake|rape|rape and revenge|rape victim|revenge","R",6.3,225,209,"Steven R. Monroe",68,"Sarah Butler",635,"Chad Lindberg",445,"Daniel Franzese",374,2423,0,17000,"Low"
"2797","Happy, Texas ",1999,1700000,14.3461388090264,1943649,14.4800776921448,"USA","English","Color",98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"banker|beauty pageant|escaped convict|gay|pageant","PG-13",6.3,77,122,"Mark Illsley",3,"Ally Walker",349,"Illeana Douglas",347,"Jeremy Northam",327,2095,3,374,"Low"
"2798","Foolish ",1999,2e+06,14.5086577385242,6026908,15.6117446677062,"USA","English","Color",84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"accidental killing|drug humor|profanity|sexual humor|stand up comedy","R",4.3,16,13,"Dave Meyers",11,"Eddie Griffin",489,"Clifton Powell",469,"Marla Gibbs",249,2196,0,43,"High"
"2799","I Love Your Work ",2003,1650000,14.3162858458768,2580,7.85554467791566,"USA","English","Color",111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"film student|marriage|mental breakdown|movie star|obsession","R",5.4,22,40,"Adam Goldberg",1000,"Judy Greer",2000,"Marisa Coughlan",163,"Nicky Katt",127,2564,2,63,"Low"
"2800","Dawn of the Dead ",2004,2.6e+07,17.0736070959858,58885635,17.8911077309306,"USA","English","Color",110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"mall|mayhem|nurse|rear entry sex|survival horror","R",7.4,287,1057,"Zack Snyder",0,"Ty Burrell",3000,"Kevin Zegers",2000,"Mekhi Phifer",1000,10438,0,7000,"High"
"2801","Waitress ",2007,2e+06,14.5086577385242,19067631,16.763502743326,"USA","English","Color",108,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress","PG-13",7.1,173,204,"Adrienne Shelly",191,"Lew Temple",597,"Cheryl Hines",541,"Eddie Jemison",336,1981,1,0,"High"
"2802","Bloodsport ",1988,1100000,13.9108207377686,11806119,16.2841285143525,"USA","English","Color",92,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"hand to hand combat|hong kong|kumite|martial arts|tournament","R",6.8,61,210,"Newt Arnold",15,"Bolo Yeung",633,"Donald Gibb",403,"Ken Siu",49,1168,1,0,"High"
"2803","The Squid and the Whale ",2005,1500000,14.2209756660724,7362100,15.8118557760943,"USA","English","Color",88,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"boy|divorce|tennis|tennis coach|writer","R",7.4,110,232,"Noah Baumbach",387,"William Baldwin",436,"Elizabeth Meriwether",25,"Owen Kline",18,479,0,0,"High"
"2804","Kissing Jessica Stein ",2001,1e+06,13.8155105579643,7022940,15.7646924917471,"USA","English","Color",97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"friend|friendship|journalist|new york city|personal ad","R",6.7,110,190,"Charles Herman-Wurmfeld",0,"Scott Cohen",378,"Jennifer Westfeldt",321,"Brian Stepanek",117,1173,1,682,"High"
"2805","Buffalo '66 ",1998,1500000,14.2209756660724,2365931,14.6766821599507,"USA","English","Color",110,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"shower|stripper|tap dancing|underwear|undressing","R",7.5,106,318,"Vincent Gallo",787,"Anjelica Huston",1000,"Vincent Gallo",787,"Jan-Michael Vincent",642,4762,2,0,"Low"
"2806","Insidious ",2010,1500000,14.2209756660724,53991137,17.8043304614282,"USA","English","Color",103,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"baby|boy|coma|demon|house","PG-13",6.8,445,752,"James Wan",0,"Lin Shaye",852,"Barbara Hershey",618,"Philip Friedman",588,3030,1,60000,"High"
"2807","The Ballad of Jack and Rose ",2005,1500000,14.2209756660724,712294,13.4762460265139,"USA","English","Color",112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"commune|defecation|environmentalism|fellatio|island","R",6.7,75,68,"Rebecca Miller",58,"Beau Bridges",552,"Susanna Thompson",265,"Ryan McDonald",42,859,1,608,"Low"
"2808","The To Do List ",2013,1500000,14.2209756660724,3447339,15.0531131870515,"USA","English","Color",104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"feces in a swimming pool|female vomiting|high school|lifeguard|male objectification","R",5.8,97,79,"Maggie Carey",38,"Donald Glover",801,"Alia Shawkat",727,"Scott Porter",690,2667,7,0,"High"
"2809","The Believer ",2001,1500000,14.2209756660724,406035,12.9141946417648,"USA","English"," Black and White",98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jew|jewish nazi|nazism|racism|skinhead","R",7.2,84,159,"Henry Bean",21,"Ryan Gosling",33000,"Theresa Russell",243,"Summer Phoenix",76,33441,0,0,"Low"
"2810","Session 9 ",2001,1500000,14.2209756660724,373967,12.8319228372096,"USA","English","Color",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality","R",6.5,127,481,"Brad Anderson",122,"Paul Guilfoyle",210,"Brendan Sexton III",148,"Larry Fessenden",83,469,0,0,"Low"
"2811","I Want Someone to Eat Cheese With ",2006,1500000,14.2209756660724,194568,12.1785369953357,"USA","English","Color",80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"cheese|city|ice cream|school|second city","R",6.2,32,28,"Jeff Garlin",522,"Jessy Schram",813,"Jeff Garlin",522,"Joey Slotnick",423,2179,0,0,"Low"
"2812","Stolen Summer ",2002,1500000,14.2209756660724,119841,11.6939211431755,"USA","English","Color",91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"catholic|catholicism|rabbi|school|summer","PG",6.5,31,55,"Pete Jones",18,"Brian Dennehy",954,"Aidan Quinn",767,"Bonnie Hunt",597,3901,1,304,"Low"
"2813","My Name Is Bruce ",2007,1500000,14.2209756660724,173066,12.0614283036164,"USA","English","Color",84,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b movie|birthday|chinese|demon|small town","R",6.3,100,88,"Bruce Campbell",0,"Ted Raimi",634,"Dan Hicks",328,"Timothy Patrick Quill",158,1238,1,0,"Low"
"2814","The Salon ",2005,1500000,14.2209756660724,92362,11.4334709176298,"USA","English","Color",90,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","PG-13",4.3,14,5,"Mark Brown",7,"Vivica A. Fox",890,"Monica Calhoun",597,"Garrett Morris",424,3138,7,68,"Low"
"2815","Amigo ",2010,1700000,14.3461388090264,183490,12.119915449079,"USA","English","Color",124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"american|filipino|friendship|guerrilla army|village","R",5.8,35,8,"John Sayles",407,"Brian Lee Franklin",38,"John Arcilla",8,"Ronnie Lazaro",7,60,0,594,"Low"
"2816","Trucker ",2008,2e+06,14.5086577385242,52166,10.8621862206599,"USA","English","Color",90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cancer|cigarette smoking|hospital|one night stand|trucker","R",6.7,46,22,"James Mottern",7,"Jimmy Bennett",87000,"Joey Lauren Adams",781,"Matthew Lawrence",711,89263,3,371,"Low"
"2817","The Lords of Salem ",2012,2500000,14.7318012898384,1163508,13.9669501375066,"USA","English","Color",101,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"blood|flashback|radio dj|radio station|vinyl","R",5.1,234,166,"Rob Zombie",0,"Sid Haig",1000,"Dee Wallace",725,"Michael Berryman",721,5158,1,15000,"Low"
"2818","Jack Reacher ",2012,6e+07,17.9098551201864,80033643,18.197957641737,"USA","English","Color",130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"coma|mysterious villain|police chase|shooting range|sniper","PG-13",7,387,448,"Christopher McQuarrie",188,"Tom Cruise",10000,"Robert Duvall",3000,"David Oyelowo",1000,16385,2,38000,"Low"
"2819","Trees Lounge ",1996,1300000,14.0778748224318,695229,13.4519965666778,"USA","English","Color",95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alcoholic drink|bar|drink|drinking|drunk","R",7.2,43,65,"Steve Buscemi",12000,"Steve Buscemi",12000,"Debi Mazar",680,"Carol Kane",636,14420,1,872,"Low"
